nodes,rho,network,beta,lambda,factor,physical_infectivity,hidden_infectivity,aware,infected
40,0.2,hiv,0.9,0.0,0.01,0.0,0.0,0.970967741935484,0.22419354838709668
40,0.2,hiv,0.9,0.1,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,0.9,0.2,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,0.9,0.3,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,0.9,0.4,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,0.9,0.5,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,0.9,0.6,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,0.9,0.7,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,0.9,0.8,0.01,0.0,0.0,0.970967741935484,0.2911290322580646
40,0.2,hiv,0.9,0.9,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,0.9,1.0,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,1.0,0.0,0.01,0.0,0.0,0.970967741935484,0.22419354838709668
40,0.2,hiv,1.0,0.1,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,1.0,0.2,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,1.0,0.3,0.01,0.0,0.0,0.970967741935484,0.2911290322580646
40,0.2,hiv,1.0,0.4,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,1.0,0.5,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,1.0,0.6,0.01,0.0,0.0,0.970967741935484,0.2911290322580646
40,0.2,hiv,1.0,0.7,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,1.0,0.8,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,1.0,0.9,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,1.0,1.0,0.01,0.0,0.0,0.970967741935484,0.2669354838709678
40,0.2,hiv,0.0,0.0,0.01,0.0,0.1,0.8879032258064515,0.20000000000000007
40,0.2,hiv,0.0,0.1,0.01,0.0,0.1,0.8935483870967743,0.20000000000000007
40,0.2,hiv,0.0,0.2,0.01,0.0,0.1,0.8935483870967742,0.20000000000000007
40,0.2,hiv,0.0,0.3,0.01,0.0,0.1,0.8879032258064518,0.20000000000000007
40,0.2,hiv,0.0,0.4,0.01,0.0,0.1,0.8943548387096775,0.20000000000000007
40,0.2,hiv,0.0,0.5,0.01,0.0,0.1,0.8935483870967743,0.20000000000000007
40,0.2,hiv,0.0,0.6,0.01,0.0,0.1,0.8935483870967742,0.20000000000000007
40,0.2,hiv,0.0,0.7,0.01,0.0,0.1,0.8919354838709677,0.20000000000000007
40,0.2,hiv,0.0,0.8,0.01,0.0,0.1,0.8951612903225806,0.20000000000000007
40,0.2,hiv,0.0,0.9,0.01,0.0,0.1,0.9016129032258066,0.20000000000000007
40,0.2,hiv,0.0,1.0,0.01,0.0,0.1,0.9016129032258066,0.20000000000000007
40,0.2,hiv,0.1,0.0,0.01,0.0,0.1,0.9169354838709678,0.30403225806451617
40,0.2,hiv,0.1,0.1,0.01,0.0,0.1,0.9169354838709678,0.30403225806451617
40,0.2,hiv,0.1,0.2,0.01,0.0,0.1,0.9540322580645161,0.24516129032258063
40,0.2,hiv,0.1,0.3,0.01,0.0,0.1,0.9540322580645161,0.24516129032258063
40,0.2,hiv,0.1,0.4,0.01,0.0,0.1,0.9362903225806453,0.3701612903225808
40,0.2,hiv,0.1,0.5,0.01,0.0,0.1,0.9483870967741935,0.37822580645161274
40,0.2,hiv,0.1,0.6,0.01,0.0,0.1,0.9362903225806453,0.3701612903225808
40,0.2,hiv,0.1,0.7,0.01,0.0,0.1,0.9540322580645161,0.24516129032258063
40,0.2,hiv,0.1,0.8,0.01,0.0,0.1,0.9540322580645161,0.24516129032258063
40,0.2,hiv,0.1,0.9,0.01,0.0,0.1,0.9241935483870969,0.4145161290322581
40,0.2,hiv,0.1,1.0,0.01,0.0,0.1,0.9169354838709678,0.30403225806451617
40,0.2,hiv,0.2,0.0,0.01,0.0,0.1,0.9443548387096776,0.3467741935483872
40,0.2,hiv,0.2,0.1,0.01,0.0,0.1,0.9330645161290322,0.3322580645161291
40,0.2,hiv,0.2,0.2,0.01,0.0,0.1,0.9435483870967744,0.4475806451612905
40,0.2,hiv,0.2,0.3,0.01,0.0,0.1,0.932258064516129,0.39354838709677403
40,0.2,hiv,0.2,0.4,0.01,0.0,0.1,0.9330645161290322,0.3322580645161291
40,0.2,hiv,0.2,0.5,0.01,0.0,0.1,0.932258064516129,0.39354838709677403
40,0.2,hiv,0.2,0.6,0.01,0.0,0.1,0.9362903225806455,0.33629032258064523
40,0.2,hiv,0.2,0.7,0.01,0.0,0.1,0.967741935483871,0.31612903225806444
40,0.2,hiv,0.2,0.8,0.01,0.0,0.1,0.9443548387096776,0.3467741935483872
40,0.2,hiv,0.2,0.9,0.01,0.0,0.1,0.9435483870967744,0.4475806451612905
40,0.2,hiv,0.2,1.0,0.01,0.0,0.1,0.9629032258064517,0.28629032258064524
40,0.2,hiv,0.3,0.0,0.01,0.0,0.1,0.9661290322580646,0.3750000000000001
40,0.2,hiv,0.3,0.1,0.01,0.0,0.1,0.934677419354839,0.4556451612903227
40,0.2,hiv,0.3,0.2,0.01,0.0,0.1,0.934677419354839,0.4556451612903227
40,0.2,hiv,0.3,0.3,0.01,0.0,0.1,0.9685483870967742,0.292741935483871
40,0.2,hiv,0.3,0.4,0.01,0.0,0.1,0.9467741935483873,0.26774193548387104
40,0.2,hiv,0.3,0.5,0.01,0.0,0.1,0.934677419354839,0.4556451612903227
40,0.2,hiv,0.3,0.6,0.01,0.0,0.1,0.9540322580645161,0.38467741935483885
40,0.2,hiv,0.3,0.7,0.01,0.0,0.1,0.9467741935483873,0.26774193548387104
40,0.2,hiv,0.3,0.8,0.01,0.0,0.1,0.9556451612903226,0.37741935483870975
40,0.2,hiv,0.3,0.9,0.01,0.0,0.1,0.9685483870967742,0.292741935483871
40,0.2,hiv,0.3,1.0,0.01,0.0,0.1,0.934677419354839,0.4556451612903227
40,0.2,hiv,0.4,0.0,0.01,0.0,0.1,0.9556451612903228,0.44032258064516117
40,0.2,hiv,0.4,0.1,0.01,0.0,0.1,0.9427419354838709,0.44516129032258067
40,0.2,hiv,0.4,0.2,0.01,0.0,0.1,0.9685483870967742,0.2935483870967742
40,0.2,hiv,0.4,0.3,0.01,0.0,0.1,0.9427419354838709,0.44516129032258067
40,0.2,hiv,0.4,0.4,0.01,0.0,0.1,0.9427419354838709,0.44516129032258067
40,0.2,hiv,0.4,0.5,0.01,0.0,0.1,0.967741935483871,0.4379032258064515
40,0.2,hiv,0.4,0.6,0.01,0.0,0.1,0.9685483870967742,0.2935483870967742
40,0.2,hiv,0.4,0.7,0.01,0.0,0.1,0.9580645161290323,0.29032258064516137
40,0.2,hiv,0.4,0.8,0.01,0.0,0.1,0.9427419354838709,0.44516129032258067
40,0.2,hiv,0.4,0.9,0.01,0.0,0.1,0.9427419354838709,0.44516129032258067
40,0.2,hiv,0.4,1.0,0.01,0.0,0.1,0.9427419354838709,0.44516129032258067
40,0.2,hiv,0.5,0.0,0.01,0.0,0.1,0.9653225806451613,0.38225806451612915
40,0.2,hiv,0.5,0.1,0.01,0.0,0.1,0.9540322580645162,0.4709677419354839
40,0.2,hiv,0.5,0.2,0.01,0.0,0.1,0.9653225806451613,0.38225806451612915
40,0.2,hiv,0.5,0.3,0.01,0.0,0.1,0.9693548387096774,0.29193548387096774
40,0.2,hiv,0.5,0.4,0.01,0.0,0.1,0.9475806451612904,0.3983870967741937
40,0.2,hiv,0.5,0.5,0.01,0.0,0.1,0.9540322580645162,0.4137096774193547
40,0.2,hiv,0.5,0.6,0.01,0.0,0.1,0.9693548387096774,0.29193548387096774
40,0.2,hiv,0.5,0.7,0.01,0.0,0.1,0.9653225806451613,0.38225806451612915
40,0.2,hiv,0.5,0.8,0.01,0.0,0.1,0.9685483870967742,0.339516129032258
40,0.2,hiv,0.5,0.9,0.01,0.0,0.1,0.9693548387096774,0.29193548387096774
40,0.2,hiv,0.5,1.0,0.01,0.0,0.1,0.9653225806451613,0.38225806451612915
40,0.2,hiv,0.6,0.0,0.01,0.0,0.1,0.9451612903225809,0.4298387096774192
40,0.2,hiv,0.6,0.1,0.01,0.0,0.1,0.9653225806451613,0.38225806451612915
40,0.2,hiv,0.6,0.2,0.01,0.0,0.1,0.9653225806451613,0.38225806451612915
40,0.2,hiv,0.6,0.3,0.01,0.0,0.1,0.9653225806451613,0.38225806451612915
40,0.2,hiv,0.6,0.4,0.01,0.0,0.1,0.9540322580645162,0.4137096774193547
40,0.2,hiv,0.6,0.5,0.01,0.0,0.1,0.9685483870967742,0.4685483870967742
40,0.2,hiv,0.6,0.6,0.01,0.0,0.1,0.9653225806451613,0.38225806451612915
40,0.2,hiv,0.6,0.7,0.01,0.0,0.1,0.967741935483871,0.46209677419354844
40,0.2,hiv,0.6,0.8,0.01,0.0,0.1,0.9653225806451613,0.38225806451612915
40,0.2,hiv,0.6,0.9,0.01,0.0,0.1,0.9685483870967742,0.40967741935483887
40,0.2,hiv,0.6,1.0,0.01,0.0,0.1,0.9685483870967742,0.4564516129032257
40,0.2,hiv,0.7,0.0,0.01,0.0,0.1,0.9548387096774197,0.47096774193548385
40,0.2,hiv,0.7,0.1,0.01,0.0,0.1,0.9685483870967742,0.40967741935483887
40,0.2,hiv,0.7,0.2,0.01,0.0,0.1,0.967741935483871,0.48467741935483877
40,0.2,hiv,0.7,0.3,0.01,0.0,0.1,0.9467741935483869,0.47741935483870973
40,0.2,hiv,0.7,0.4,0.01,0.0,0.1,0.9467741935483869,0.47741935483870973
40,0.2,hiv,0.7,0.5,0.01,0.0,0.1,0.9467741935483869,0.47741935483870973
40,0.2,hiv,0.7,0.6,0.01,0.0,0.1,0.967741935483871,0.4000000000000002
40,0.2,hiv,0.7,0.7,0.01,0.0,0.1,0.967741935483871,0.48467741935483877
40,0.2,hiv,0.7,0.8,0.01,0.0,0.1,0.967741935483871,0.48467741935483877
40,0.2,hiv,0.7,0.9,0.01,0.0,0.1,0.9580645161290323,0.4000000000000002
40,0.2,hiv,0.7,1.0,0.01,0.0,0.1,0.9685483870967742,0.4685483870967742
40,0.2,hiv,0.8,0.0,0.01,0.0,0.1,0.9685483870967742,0.4104838709677421
40,0.2,hiv,0.8,0.1,0.01,0.0,0.1,0.9580645161290323,0.46774193548387094
40,0.2,hiv,0.8,0.2,0.01,0.0,0.1,0.9701612903225806,0.4508064516129031
40,0.2,hiv,0.8,0.3,0.01,0.0,0.1,0.967741935483871,0.44274193548387086
40,0.2,hiv,0.8,0.4,0.01,0.0,0.1,0.9693548387096774,0.40564516129032274
40,0.2,hiv,0.8,0.5,0.01,0.0,0.1,0.9693548387096774,0.360483870967742
40,0.2,hiv,0.8,0.6,0.01,0.0,0.1,0.9693548387096774,0.40564516129032274
40,0.2,hiv,0.8,0.7,0.01,0.0,0.1,0.9669354838709678,0.45322580645161276
40,0.2,hiv,0.8,0.8,0.01,0.0,0.1,0.9701612903225806,0.3588709677419355
40,0.2,hiv,0.8,0.9,0.01,0.0,0.1,0.967741935483871,0.31612903225806444
40,0.2,hiv,0.8,1.0,0.01,0.0,0.1,0.967741935483871,0.44274193548387086
40,0.2,hiv,0.9,0.0,0.01,0.0,0.1,0.9701612903225806,0.4508064516129031
40,0.2,hiv,0.9,0.1,0.01,0.0,0.1,0.9693548387096774,0.43225806451612886
40,0.2,hiv,0.9,0.2,0.01,0.0,0.1,0.9693548387096774,0.43225806451612886
40,0.2,hiv,0.9,0.3,0.01,0.0,0.1,0.9685483870967742,0.3629032258064516
40,0.2,hiv,0.9,0.4,0.01,0.0,0.1,0.9693548387096774,0.4499999999999999
40,0.2,hiv,0.9,0.5,0.01,0.0,0.1,0.9693548387096774,0.429032258064516
40,0.2,hiv,0.9,0.6,0.01,0.0,0.1,0.9693548387096774,0.43225806451612886
40,0.2,hiv,0.9,0.7,0.01,0.0,0.1,0.9693548387096774,0.34112903225806446
40,0.2,hiv,0.9,0.8,0.01,0.0,0.1,0.9701612903225806,0.3645161290322581
40,0.2,hiv,0.9,0.9,0.01,0.0,0.1,0.9701612903225806,0.4508064516129031
40,0.2,hiv,0.9,1.0,0.01,0.0,0.1,0.9701612903225806,0.3403225806451612
40,0.2,hiv,1.0,0.0,0.01,0.0,0.1,0.9693548387096774,0.49516129032258077
40,0.2,hiv,1.0,0.1,0.01,0.0,0.1,0.9693548387096774,0.360483870967742
40,0.2,hiv,1.0,0.2,0.01,0.0,0.1,0.9693548387096774,0.4274193548387096
40,0.2,hiv,1.0,0.3,0.01,0.0,0.1,0.9693548387096774,0.40967741935483887
40,0.2,hiv,1.0,0.4,0.01,0.0,0.1,0.9693548387096774,0.429032258064516
40,0.2,hiv,1.0,0.5,0.01,0.0,0.1,0.9685483870967742,0.385483870967742
40,0.2,hiv,1.0,0.6,0.01,0.0,0.1,0.9701612903225806,0.4717741935483871
40,0.2,hiv,1.0,0.7,0.01,0.0,0.1,0.9693548387096774,0.429032258064516
40,0.2,hiv,1.0,0.8,0.01,0.0,0.1,0.9685483870967742,0.385483870967742
40,0.2,hiv,1.0,0.9,0.01,0.0,0.1,0.9693548387096774,0.429032258064516
40,0.2,hiv,1.0,1.0,0.01,0.0,0.1,0.9693548387096774,0.429032258064516
40,0.2,hiv,0.0,0.0,0.01,0.0,0.2,0.8201612903225808,0.20000000000000007
40,0.2,hiv,0.0,0.1,0.01,0.0,0.2,0.8048387096774193,0.20000000000000007
40,0.2,hiv,0.0,0.2,0.01,0.0,0.2,0.8209677419354838,0.20000000000000007
40,0.2,hiv,0.0,0.3,0.01,0.0,0.2,0.8088709677419355,0.20000000000000007
40,0.2,hiv,0.0,0.4,0.01,0.0,0.2,0.8185483870967742,0.20000000000000007
40,0.2,hiv,0.0,0.5,0.01,0.0,0.2,0.8161290322580645,0.20000000000000007
40,0.2,hiv,0.0,0.6,0.01,0.0,0.2,0.8241935483870967,0.20000000000000007
40,0.2,hiv,0.0,0.7,0.01,0.0,0.2,0.8233870967741935,0.20000000000000007
40,0.2,hiv,0.0,0.8,0.01,0.0,0.2,0.8258064516129031,0.20000000000000007
40,0.2,hiv,0.0,0.9,0.01,0.0,0.2,0.8088709677419355,0.20000000000000007
40,0.2,hiv,0.0,1.0,0.01,0.0,0.2,0.8185483870967742,0.20000000000000007
40,0.2,hiv,0.1,0.0,0.01,0.0,0.2,0.8661290322580646,0.4790322580645161
40,0.2,hiv,0.1,0.1,0.01,0.0,0.2,0.8629032258064516,0.37822580645161286
40,0.2,hiv,0.1,0.2,0.01,0.0,0.2,0.8798387096774194,0.5032258064516129
40,0.2,hiv,0.1,0.3,0.01,0.0,0.2,0.845967741935484,0.44516129032258056
40,0.2,hiv,0.1,0.4,0.01,0.0,0.2,0.8564516129032258,0.43951612903225806
40,0.2,hiv,0.1,0.5,0.01,0.0,0.2,0.8483870967741934,0.4137096774193549
40,0.2,hiv,0.1,0.6,0.01,0.0,0.2,0.8580645161290322,0.40564516129032263
40,0.2,hiv,0.1,0.7,0.01,0.0,0.2,0.8774193548387097,0.48387096774193544
40,0.2,hiv,0.1,0.8,0.01,0.0,0.2,0.8540322580645161,0.4137096774193549
40,0.2,hiv,0.1,0.9,0.01,0.0,0.2,0.8588709677419355,0.40806451612903233
40,0.2,hiv,0.1,1.0,0.01,0.0,0.2,0.8475806451612903,0.45241935483870954
40,0.2,hiv,0.2,0.0,0.01,0.0,0.2,0.8903225806451613,0.5862903225806452
40,0.2,hiv,0.2,0.1,0.01,0.0,0.2,0.892741935483871,0.6120967741935485
40,0.2,hiv,0.2,0.2,0.01,0.0,0.2,0.8911290322580645,0.4919354838709678
40,0.2,hiv,0.2,0.3,0.01,0.0,0.2,0.8806451612903224,0.5693548387096773
40,0.2,hiv,0.2,0.4,0.01,0.0,0.2,0.8943548387096771,0.5491935483870968
40,0.2,hiv,0.2,0.5,0.01,0.0,0.2,0.9024193548387097,0.6000000000000002
40,0.2,hiv,0.2,0.6,0.01,0.0,0.2,0.9000000000000002,0.6379032258064518
40,0.2,hiv,0.2,0.7,0.01,0.0,0.2,0.9169354838709681,0.5645161290322579
40,0.2,hiv,0.2,0.8,0.01,0.0,0.2,0.9024193548387099,0.5620967741935484
40,0.2,hiv,0.2,0.9,0.01,0.0,0.2,0.8548387096774195,0.44112903225806455
40,0.2,hiv,0.2,1.0,0.01,0.0,0.2,0.8951612903225808,0.5588709677419353
40,0.2,hiv,0.3,0.0,0.01,0.0,0.2,0.8693548387096773,0.5895161290322579
40,0.2,hiv,0.3,0.1,0.01,0.0,0.2,0.8862903225806452,0.5725806451612903
40,0.2,hiv,0.3,0.2,0.01,0.0,0.2,0.9338709677419356,0.674193548387097
40,0.2,hiv,0.3,0.3,0.01,0.0,0.2,0.9024193548387096,0.6153225806451611
40,0.2,hiv,0.3,0.4,0.01,0.0,0.2,0.9096774193548387,0.557258064516129
40,0.2,hiv,0.3,0.5,0.01,0.0,0.2,0.9112903225806454,0.5604838709677421
40,0.2,hiv,0.3,0.6,0.01,0.0,0.2,0.920967741935484,0.579032258064516
40,0.2,hiv,0.3,0.7,0.01,0.0,0.2,0.9274193548387096,0.5709677419354838
40,0.2,hiv,0.3,0.8,0.01,0.0,0.2,0.9282258064516132,0.5919354838709675
40,0.2,hiv,0.3,0.9,0.01,0.0,0.2,0.9282258064516132,0.6153225806451615
40,0.2,hiv,0.3,1.0,0.01,0.0,0.2,0.9104838709677417,0.6612903225806454
40,0.2,hiv,0.4,0.0,0.01,0.0,0.2,0.9096774193548388,0.6758064516129032
40,0.2,hiv,0.4,0.1,0.01,0.0,0.2,0.9379032258064519,0.5088709677419356
40,0.2,hiv,0.4,0.2,0.01,0.0,0.2,0.8919354838709679,0.5459677419354839
40,0.2,hiv,0.4,0.3,0.01,0.0,0.2,0.9161290322580649,0.588709677419355
40,0.2,hiv,0.4,0.4,0.01,0.0,0.2,0.9185483870967746,0.6322580645161292
40,0.2,hiv,0.4,0.5,0.01,0.0,0.2,0.9250000000000004,0.6120967741935486
40,0.2,hiv,0.4,0.6,0.01,0.0,0.2,0.907258064516129,0.6145161290322578
